create a list by appending components from list `a` and reversed list `b` interchangeably,"[value for pair in zip(a, b[::-1]) for value in pair]","{'a': ['list[int]', 'list[str]', 'list[bool]', 'list[tuple]'], 'b': ['list[int]', 'list[str]', 'list[bool]', 'list[tuple]']}",<class 'list'>
find the mean of elements in list `l`,"sum(l) / float(len(l))","{'l': ['list[int]']}",<class 'float'>
Find all the items from a dictionary `D` if the key contains the string `Light`,"[(k, v) for k, v in D.items() if 'Light' in k]","{'D': ['dict']}",<class 'list'>
strip the string `.txt` from anywhere in the string `Boat.txt.txt`,"""""""Boat.txt.txt"""""".replace('.txt', '')",{},<class 'str'>
create a list of all unique characters in string 'aaabcabccd',""""""""""""".join(list(OrderedDict.fromkeys('aaabcabccd').keys()))",{},<class 'str'>
get list of all unique characters in a string 'aaabcabccd',list(set('aaabcabccd')),{},<class 'list'>
List of all unique characters in a string?,""""""""""""".join(set('aaabcabccd'))",{},<class 'str'>
"check if  dictionary `d` contains all keys in list `['somekey', 'someotherkey', 'somekeyggg']`","all(word in d for word in ['somekey', 'someotherkey', 'somekeyggg'])","{'d': ['dict']}",<class 'bool'>
sort list `xs` based on the length of its elements,"(sorted(xs, key=len))","{'xs': ['list[str]']}",<class 'list'>
sort list of strings `xs` by the length of string,xs.sort(key=lambda s: len(s)),"{'xs': ['list[str]']}",<class 'NoneType'>
get all combination of n binary values,"lst = list(itertools.product([0, 1], repeat=n))","{'n': ['int']}",<class 'list'>
get all combination of n binary values,"lst = map(list, itertools.product([0, 1], repeat=n))","{'n': ['int']}",<class 'map'>
get all combination of 3 binary values,"bin = [0, 1]\n[(x, y, z) for x in bin for y in bin for z in bin]",{},<class 'list'>
get all combination of 3 binary values,"lst = list(itertools.product([0, 1], repeat=3))",{},<class 'list'>
convert nested list 'Cards' into a flat list,[a for c in Cards for b in c for a in b],"{'Cards': ['nested-list']}",<class 'list'>
create a list containing keys of dictionary `d` and sort it alphabetically,"sorted(d, key=d.get)","{'d': ['dict']}",<class 'list'>
print the number of occurences of not `none` in a list `lst` in Python 2,(len([x for x in lst if x is not None])),"{'lst': ['list[str]', 'list[int]', 'list[bool]', 'list[tuple]']}",<class 'int'>
remove duplicates from list `myset`,mynewlist = list(myset),"{'myset': ['list[str]', 'list[int]', 'list[bool]', 'list[tuple]']}",<class 'list'>
"get unique values from the list `['a', 'b', 'c', 'd']`","set(['a', 'b', 'c', 'd'])",{},<class 'set'>
get every thing after last `/`,"url.rsplit('/', 1)","{'url': ['str', 'int-str']}",<class 'list'>
get everything after last slash in a url stored in variable 'url',"url.rsplit('/', 1)[-1]","{'url': ['str', 'int-str']}",<class 'str'>
create a list with the characters of a string `5+6`,list('5+6'),{},<class 'list'>
convert dictionary `dict` into a flat list,([y for x in list(dict.items()) for y in x]),"{'dict': ['dict']}",<class 'list'>
Convert a dictionary `dict` into a list with key and values as list items.,[y for x in list(dict.items()) for y in x],"{'dict': ['dict']}",<class 'list'>
create a flat dictionary by summing values associated with similar keys in each dictionary of list `dictlist`,"dict((key, sum(d[key] for d in dictList)) for key in dictList[0])","{'dictList': ['list[dict]']}",<class 'dict'>
Converting string lists `s` to float list,floats = [float(x) for x in s.split()],"{'s': ['int-str']}",<class 'list'>
Converting string lists `s` to float list,"floats = map(float, s.split())","{'s': ['int-str']}",<class 'map'>
check if string `one` exists in the values of dictionary `d`,'one' in list(d.values()),"{'d': ['dict']}",<class 'bool'>
Check if value 'one' is among the values of dictionary `d`,'one' in iter(d.values()),"{'d': ['dict']}",<class 'bool'>
create a dictionary using two lists`x` and `y`,"dict(zip(x, y))","{'x': ['list[str]', 'list[int]', 'list[bool]', 'list[tuple]'], 'y': ['list[str]', 'list[int]', 'list[bool]', 'list[tuple]']}",<class 'dict'>
sort a list of dictionaries `a` by dictionary values in descending order,"sorted(a, key=lambda i: list(i.values())[0], reverse=True)","{'a': ['list[dict]']}",<class 'list'>
sorting a list of dictionary `a` by values in descending order,"sorted(a, key=dict.values, reverse=True)","{'a': ['list[dict]']}",<class 'list'>
"for a dictionary `a`, set default value for key `somekey` as list and append value `bob`  in that key","a.setdefault('somekey', []).append('bob')","{'a': ['dict']}",<class 'NoneType'>
sum values in list of dictionaries `example_list` with key 'gold',sum(item['gold'] for item in example_list),"{'example_list': ['list[dict]']}",<class 'int'>
get a sum of all values from key `gold` in a list of dictionary `example_list`,sum([item['gold'] for item in example_list]),"{'example_list': ['list[dict]']}",<class 'int'>
Get all the values in key `gold` summed from a list of dictionary `myLIst`,sum(item['gold'] for item in myLIst),"{'myLIst': ['list[dict]']}",<class 'int'>
retrieve an element from a set `s` without removing it,e = next(iter(s)),"{'s': ['set']}",<class 'AnyType'>
"check if 3 is inside list `[1, 2, 3]`","3 in [1, 2, 3]",{},<class 'bool'>
Represent DateTime object '10/05/2012' with format '%d/%m/%Y' into format '%Y-%m-%d',"datetime.datetime.strptime('10/05/2012', '%d/%m/%Y').strftime('%Y-%m-%d')",{},<class 'str'>
convert a string literal `s` with values `\\` to raw string literal,"s = s.replace('\\', '\\\\')","{'s': ['str', 'int-str']}",<class 'str'>
sort a multidimensional array `a` by column with index 1,"sorted(a, key=lambda x: x[1])","{'a': ['nested-list']}",<class 'list'>
"split string `s` to list conversion by ','","[x.strip() for x in s.split(',')]","{'s': ['str', 'int-str']}",<class 'list'>
Get multiple matched strings using regex pattern `(?:review: )?(http://url.com/(\\d+))\\s?`,"pattern = re.compile('(?:review: )?(http://url.com/(\\d+))\\s?', re.IGNORECASE)",{},<class '_sre.SRE_Pattern'>
get a list of the keys in each dictionary in a dictionary of dictionaries `foo`,[k for d in list(foo.values()) for k in d],"{'foo': ['nested-dict']}",<class 'list'>
sort list `a` in ascending order based on its elements' float values,"a = sorted(a, key=lambda x: float(x))","{'a': ['list[int-str]']}",<class 'list'>
finding words in string `s` after keyword 'name',"re.search('name (.*)', s)","{'s': ['str', 'int-str']}",<class 'NoneType'>
Get all the second values from a list of lists `A`,[row[1] for row in A],"{'A': ['nested-list']}",<class 'list'>
"sort list `['10', '3', '2']` in ascending order based on the integer value of its elements","sorted(['10', '3', '2'], key=int)",{},<class 'list'>
check if any element of list `substring_list` are in string `string`,any(substring in string for substring in substring_list),"{'substring_list': ['list[str]'], 'string': ['str']}",<class 'bool'>
find and replace 2nd occurrence of word 'cat' by 'Bull' in a sentence 's',"re.sub('^((?:(?!cat).)*cat(?:(?!cat).)*)cat', '\\1Bull', s)","{'s': ['str', 'int-str']}",<class 'str'>
find and replace 2nd occurrence of word 'cat' by 'Bull' in a sentence 's',"re.sub('^((.*?cat.*?){1})cat', '\\1Bull', s)","{'s': ['str', 'int-str']}",<class 'str'>
sort list of strings in list `the_list` by integer suffix,"sorted(the_list, key=lambda k: int(k.split('_')[1]))","{'the_list': ['list[str]']}",<class 'list'>
"sort list of strings `the_list` by integer suffix before ""_""","sorted(the_list, key=lambda x: int(x.split('_')[1]))","{'the_list': ['list[str]']}",<class 'list'>
make a list of lists in which each list `g` are the elements from list `test` which have the same characters up to the first `_` character,"[list(g) for _, g in itertools.groupby(test, lambda x: x.split('_')[0])]","{'test': ['list[str]']}",<class 'list'>
How to group similar items in a list?,"[list(g) for _, g in itertools.groupby(test, lambda x: x.partition('_')[0])]","{'test': ['list[str]']}",<class 'list'>
"using python's datetime module, get the year that utc-11 is currently in",(datetime.datetime.utcnow() - datetime.timedelta(hours=11)).year,{},<class 'int'>
"Get the difference between two lists `[1, 2, 2, 2, 3]` and `[1, 2]` that may have duplicate values","Counter([1, 2, 2, 2, 3]) - Counter([1, 2])",{},<class 'collections.Counter'>
remove tags from a string `mystring`,"re.sub('<[^>]*>', '', mystring)","{'mystring': ['str', 'int-str']}",<class 'str'>
delete an item `thing` in a list `some_list` if it exists,cleaned_list = [x for x in some_list if x is not thing],"{'some_list': ['list[int]', 'list[str]', 'list[bool]', 'list[tuple]']}",<class 'list'>
append 4 to list `foo`,foo.append(4),"{'foo': ['list[int]']}",<class 'NoneType'>
"append a list [8, 7] to list `foo`","foo.append([8, 7])","{'foo': ['list[int]']}",<class 'NoneType'>
insert 77 to index 2 of list `x`,"x.insert(2, 77)","{'x': ['list[int]']}",<class 'NoneType'>
concatenate lists `listone` and `listtwo`,(listone + listtwo),"{'listone': ['list[int]', 'list[str]', 'list[bool]', 'list[tuple]', 'list[dict]'], 'listtwo': ['list[int]', 'list[str]', 'list[bool]', 'list[tuple]', 'list[dict]']}",<class 'list'>
print backslash,('\\'),{},<class 'str'>
"print '[1, 2, 3]'","('[%s, %s, %s]' % (1, 2, 3))",{},<class 'str'>
Display `1 2 3` as a list of string,"('[{0}, {1}, {2}]'.format(1, 2, 3))",{},<class 'str'>
get values from a dictionary `my_dict` whose key contains the string `Date`,"[v for k, v in list(my_dict.items()) if 'Date' in k]","{'my_dict': ['dict']}",<class 'list'>
Python date string formatting,"""""""{0.month}/{0.day}/{0.year}"""""".format(my_date)","{'my_date': ['datetime.datetime']}",<class 'str'>
"combine two dictionaries `d ` and `d1`, concatenate string values with identical `keys`","dict((k, d.get(k, '') + d1.get(k, '')) for k in keys)","{'d': ['dict'], 'd1': ['dict']}",<class 'dict'>
generate unique equal hash for equal dictionaries `a` and `b`,hash(pformat(a)) == hash(pformat(b)),"{'a': ['dict'], 'b': ['dict']}",<class 'bool'>
"convert nested list of lists `[['tom', 'cat'], ['jerry', 'mouse'], ['spark', 'dog']]` into a list of tuples","list(map(tuple, [['tom', 'cat'], ['jerry', 'mouse'], ['spark', 'dog']]))",{},<class 'list'>
change string `s` to upper case,s.upper(),"{'s': ['str', 'int-str']}",<class 'str'>
split a string `s` by ';' and convert to a dictionary,dict(item.split('=') for item in s.split(';')),"{'s': ['str']}",<class 'dict'>
Get a string with string formatting from dictionary `d`,""""""", """""".join(['{}_{}'.format(k, v) for k, v in d.items()])","{'d': ['dict']}",<class 'str'>
"Sum of sums of each list, in a list of lists named 'lists'.",sum(sum(x) for x in lists),"{'lists': ['nested-list']}",<class 'int'>
check if all elements in list `mylist` are the same,len(set(mylist)) == 1,"{'mylist': ['list[int]', 'list[str]', 'list[bool]', 'list[tuple]']}",<class 'bool'>
split a string `s` at line breaks `\r\n`,"[map(int, x.split('\t')) for x in s.rstrip().split('\r\n')]","{'s': ['str']}",<class 'list'>
sort a dictionary `a` by values that are list type,"t = sorted(list(a.items()), key=lambda x: x[1])","{'a': ['dict']}",<class 'list'>
insert string `string1` after each character of `string2`,"string2.replace('', string1)[len(string1):-len(string1)]","{'string2': ['str', 'int-str'], 'string1': ['str', 'int-str']}",<class 'str'>
getting every possible combination of two elements in a list,"list(itertools.combinations([1, 2, 3, 4, 5, 6], 2))",{},<class 'list'>
get a utf-8 string literal representation of byte string `x`,"""""""x = {}"""""".format(x.decode('utf8')).encode('utf8')","{'x': ['bytestr']}",<class 'bytes'>
check if `x` is an integer,"isinstance(x, int)",{},<class 'bool'>
check if `x` is an integer,(type(x) == int),{},<class 'bool'>
create a list containing the `n` next values of generator `it`,[next(it) for _ in range(n)],"{'n': ['int']}",<class 'list'>
get list of n next values of a generator `it`,"list(itertools.islice(it, 0, n, 1))","{'n': ['int']}",<class 'list'>
compare two lists in python `a` and `b` and return matches,set(a).intersection(b),"{'a': ['list[int]', 'list[str]', 'list[bool]'], 'b': ['list[int]', 'list[str]', 'list[bool]']}",<class 'set'>
How can I compare two lists in python and return matches,"[i for i, j in zip(a, b) if i == j]","{'a': ['list[int]', 'list[str]', 'list[bool]'], 'b': ['list[int]', 'list[str]', 'list[bool]']}",<class 'list'>
convert list `data` into a string of its elements,"(''.join(map(str, data)))","{'data': ['list[int]']}",<class 'str'>
match regex pattern '\\$[0-9]+[^\\$]*$' on string '$1 off delicious $5 ham.',"re.match('\\$[0-9]+[^\\$]*$', '$1 off delicious $5 ham.')",{},<class 'NoneType'>
a sequence of empty lists of length `n`,[[] for _ in range(n)],"{'n': ['int']}",<class 'list'>
Print a dictionary `{'user': {'name': 'Markus'}}` with string formatting,"""""""Hello {user[name]}"""""".format(**{'user': {'name': 'Markus'}})",{},<class 'str'>
create a dictionary `list_dict` containing each tuple in list `tuple_list` as values and the tuple's first element as the corresponding key,list_dict = {t[0]: t for t in tuple_list},"{'tuple_list': ['list[tuple]']}",<class 'dict'>
Generate a random integer between 0 and 9,"randint(0, 9)",{},<class 'int'>
Generate a random integer between `a` and `b`,"random.randint(a, b)","{'a': ['int'], 'b': ['int']}",<class 'int'>
Generate random integers between 0 and 9,"((random.randint(0, 9)))",{},<class 'int'>
reverse a string `a` by 2 characters at a time,""""""""""""".join(reversed([a[i:i + 2] for i in range(0, len(a), 2)]))","{'a': ['str']}",<class 'str'>
"check if the third element of all the lists in a list ""items"" is equal to zero.",any(item[2] == 0 for item in items),"{'items': ['nested-list']}",<class 'bool'>
Find all the lists from a lists of list 'items' if third element in all sub-lists is '0',[x for x in items if x[2] == 0],"{'items': ['nested-list']}",<class 'list'>
sort dictionary of dictionaries `dic` according to the key 'Fisher',"sorted(list(dic.items()), key=lambda x: x[1]['Fisher'], reverse=True)","{'dic': ['nested-dict']}",<class 'list'>
extract digits in a simple way from a python string,"map(int, re.findall('\\d+', s))","{'s': ['str', 'int-str']}",<class 'list'>
get value of first index of each element in list `a`,[x[0] for x in a],"{'a': ['nested-list']}",<class 'list'>
python how to get every first element in 2 dimensional list `a`,[i[0] for i in a],"{'a': ['nested-list']}",<class 'list'>
remove line breaks from string `textblock` using regex,"re.sub('(?<=[a-z])\\r?\\n', ' ', textblock)","{'textblock': ['str', 'int-str']}",<class 'str'>
"test if either of strings `a` or `b` are members of the set of strings, `['b', 'a', 'foo', 'bar']`","set(['a', 'b']).issubset(['b', 'a', 'foo', 'bar'])",{},<class 'bool'>
"Check if all the values in a list `['a', 'b']` are present in another list `['b', 'a', 'foo', 'bar']`","all(x in ['b', 'a', 'foo', 'bar'] for x in ['a', 'b'])",{},<class 'bool'>
"Remove characters ""!@#$"" from a string `line`","line.translate(None, '!@#$')","{'line': ['str', 'int-str']}",<class 'str'>
"Remove characters ""!@#$"" from a string `line`","line = re.sub('[!@#$]', '', line)","{'line': ['str', 'int-str']}",<class 'str'>
"Remove string ""1"" from string `string`","string.replace('1', '')","{'string': ['str', 'int-str']}",<class 'str'>
Remove character `char` from a string `a`,"a = a.replace(char, '')","{'a': ['str', 'int-str'], 'char': ['str', 'int-str']}",<class 'str'>
Remove characters in `b` from a string `a`,"a = a.replace(char, '')","{'a': ['str', 'int-str'], 'char': ['str', 'int-str']}",<class 'str'>
"store integer 3, 4, 1 and 2 in a list","[3, 4, 1, 2]",{},<class 'list'>
insert spaces before capital letters in string `text`,"re.sub('([a-z](?=[A-Z])|[A-Z](?=[A-Z][a-z]))', '\\1 ', text)","{'text': ['str', 'int-str']}",<class 'str'>
print unicode string `ex\xe1mple` in uppercase,('ex\xe1mple'.upper()),{},<class 'str'>
get last element of string splitted by '\\' from list of strings `list_dirs`,[l.split('\\')[-1] for l in list_dirs],"{'list_dirs': ['list[str]']}",<class 'list'>
combine two sequences into a dictionary,"dict(zip(keys, values))","{'keys': ['list[int]', 'list[str]', 'list[bool]'], 'values': ['list[int]', 'list[str]', 'list[bool]']}",<class 'dict'>
customize the time format in python logging,formatter = logging.Formatter('%(asctime)s;%(levelname)s;%(message)s'),{},<class 'logging.Formatter'>
Replace comma with dot in a string `original_string` using regex,"new_string = re.sub('""(\\d+),(\\d+)""', '\\1.\\2', original_string)","{'original_string': ['str', 'int-str']}",<class 'str'>
remove multiple spaces in a string `foo`,""""""" """""".join(foo.split())","{'foo': ['str', 'int-str']}",<class 'str'>
convert decimal 8 to a list of its binary values,list('{0:0b}'.format(8)),{},<class 'list'>
convert decimal integer 8 to a list of its binary values as elements,[int(x) for x in list('{0:0b}'.format(8))],{},<class 'list'>
convert decimal `8` to binary list,[int(x) for x in bin(8)[2:]],{},<class 'list'>
get key-value pairs in dictionary `my_dictionary` for all keys in list `my_list` in the order they appear in `my_list`,"dict(zip(my_list, map(my_dictionary.get, my_list)))","{'my_list': ['list[int]', 'list[str]', 'list[bool]', 'list[dict]', 'list[tuple]']}",<class 'dict'>
format current date to pattern '{%Y-%m-%d %H:%M:%S}',time.strftime('{%Y-%m-%d %H:%M:%S}'),{},<class 'str'>
"sort list `['14:10:01', '03:12:08']`","sorted(['14:10:01', '03:12:08'])",{},<class 'list'>
"find all occurrences of regex pattern '(?:\\w+(?:\\s+\\w+)*,\\s)+(?:\\w+(?:\\s\\w+)*)' in string `x`","re.findall('(?:\\w+(?:\\s+\\w+)*,\\s)+(?:\\w+(?:\\s\\w+)*)', x)","{'x': ['str', 'int-str']}",<class 'list'>
sort dictionary `dictionary` in ascending order by its values,"sorted(list(dictionary.items()), key=operator.itemgetter(1))","{'dictionary': ['dict']}",<class 'list'>
Iterate over dictionary `d` in ascending order of values,"sorted(iter(d.items()), key=lambda x: x[1])","{'d': ['dict']}",<class 'list'>
"iterate over a python dictionary, ordered by values","sorted(list(dictionary.items()), key=lambda x: x[1])","{'dictionary': ['dict']}",<class 'list'>
"Get the zip output as list from the lists `[1, 2, 3]`, `[4, 5, 6]`, `[7, 8, 9]`","[list(a) for a in zip([1, 2, 3], [4, 5, 6], [7, 8, 9])]",{},<class 'list'>
repeat every character for 7 times in string 'map',""""""""""""".join(map(lambda x: x * 7, 'map'))",{},<class 'str'>
evaluate the expression '20<30',eval('20<30'),{},<class 'bool'>
Copy list `old_list` and name it `new_list`,new_list = [x[:] for x in old_list],"{'old_list': ['list[str]', 'list[int]', 'list[bool]', 'list[tuple]', 'list[dict]']}",<class 'list'>
convert scientific notation of variable `a` to decimal,"""""""{:.50f}"""""".format(float(a[0] / a[1]))","{'a': ['list[int]']}",<class 'str'>
count the number of True values associated with key 'success' in dictionary `d`,sum(1 if d['success'] else 0 for d in s),"{'s': ['list[dict]']}",<class 'int'>
get the sum of values associated with the key ‘success’ for a list of dictionaries `s`,sum(d['success'] for d in s),"{'s': ['list[dict]']}",<class 'int'>
get logical xor of `a` and `b`,(bool(a) != bool(b)),"{'a': ['int', 'str', 'int-str', 'list[int]', 'list[str]', 'bool', 'list[bool]', 'dict'], 'b': ['int', 'str', 'int-str', 'list[int]', 'list[str]', 'bool', 'list[bool]', 'dict']}",<class 'bool'>
get logical xor of `a` and `b`,((a and (not b)) or ((not a) and b)),"{'a': ['int', 'str', 'int-str', 'list[int]', 'list[str]', 'bool', 'list[bool]', 'dict'], 'b': ['int', 'str', 'int-str', 'list[int]', 'list[str]', 'bool', 'list[bool]', 'dict']}",<class 'bool'>
get logical xor of `a` and `b`,(bool(a) ^ bool(b)),"{'a': ['int', 'str', 'int-str', 'list[int]', 'list[str]', 'bool', 'list[bool]', 'dict'], 'b': ['int', 'str', 'int-str', 'list[int]', 'list[str]', 'bool', 'list[bool]', 'dict']}",<class 'bool'>
get logical xor of `a` and `b`,"xor(bool(a), bool(b))","{'a': ['int', 'str', 'int-str', 'list[int]', 'list[str]', 'bool', 'list[bool]', 'dict'], 'b': ['int', 'str', 'int-str', 'list[int]', 'list[str]', 'bool', 'list[bool]', 'dict']}",<class 'bool'>
get the logical xor of two variables `str1` and `str2`,return (bool(str1) ^ bool(str2)),"{'str1': ['int', 'str', 'int-str', 'list[int]', 'list[str]', 'bool', 'list[bool]', 'dict'], 'str2': ['int', 'str', 'int-str', 'list[int]', 'list[str]', 'bool', 'list[bool]', 'dict']}",<class 'bool'>
Sort list `my_list` in alphabetical order based on the values associated with key 'name' of each dictionary in the list,my_list.sort(key=operator.itemgetter('name')),"{'my_list': ['list[dict]']}",<class 'NoneType'>
"split a string `a , b; cdf`  using both commas and semicolons as delimeters","re.split('\\s*,\\s*|\\s*;\\s*', 'a , b; cdf')",{},<class 'list'>
"Split a string `string` by multiple separators `,` and `;`","[t.strip() for s in string.split(',') for t in s.split(';')]","{'string': ['str']}",<class 'list'>
make a function `f` that calculates the sum of two integer variables `x` and `y`,"f = lambda x, y: x + y",{},<class 'function'>
convert bytes string `s`  to an unsigned integer,"struct.unpack('>q', s)[0]","{'s': ['bytestr']}",<class 'int'>
"best way to extract subset of key-value pairs with keys matching 'l', 'm', or 'n' from python dictionary object","{k: bigdict[k] for k in list(bigdict.keys()) & {'l', 'm', 'n'}}","{'bigdict': ['dict']}",<class 'dict'>
"extract subset of key-value pairs with keys as `('l', 'm', 'n')` from dictionary object `bigdict`","dict((k, bigdict[k]) for k in ('l', 'm', 'n'))","{'bigdict': ['dict']}",<class 'dict'>
"Get items from a dictionary `bigdict` where the keys are present in `('l', 'm', 'n')`","{k: bigdict.get(k, None) for k in ('l', 'm', 'n')}","{'bigdict': ['dict']}",<class 'dict'>
"Extract subset of key value pair for keys 'l', 'm', 'n' from `bigdict` in python 3","{k: bigdict[k] for k in ('l', 'm', 'n')}","{'bigdict': ['dict']}",<class 'dict'>
remove all square brackets from string 'abcd[e]yth[ac]ytwec',"re.sub('\\[.*?\\]', '', 'abcd[e]yth[ac]ytwec')",{},<class 'str'>
find all substrings in string `mystring` composed only of letters `a` and `b` where each `a` is directly preceded and succeeded by `b`,"re.findall('\\b(?:b+a)+b+\\b', mystring)","{'mystring': ['str', 'int-str']}",<class 'list'>
convert list `lst` of tuples of floats to list `str_list` of tuples of strings of floats in scientific notation with eight decimal point precision,str_list = [tuple('{0:.8e}'.format(flt) for flt in sublist) for sublist in lst],"{'lst': ['list[tuple]'}",<class 'list'>
convert list of sublists `lst` of floats to a list of sublists `str_list` of strings of integers in scientific notation with 8 decimal points,str_list = [['{0:.8e}'.format(flt) for flt in sublist] for sublist in lst],"{'lst': ['nested-list'}",<class 'list'>
Create a tuple `t` containing first element of each tuple in tuple `s`,t = tuple(x[0] for x in s),"{'s': ['list[tuple]'}",<class 'list'>
obtain the current day of the week in a 3 letter format from a datetime object,datetime.datetime.now().strftime('%a'),{},<class 'str'>
get the ASCII value of a character 'a' as an int,ord('a'),{},<class 'int'>
get the ASCII value of a character u'あ' as an int,ord('\u3042'),{},<class 'int'>
get the ASCII value of a character as an int,ord(),{},<class 'int'>
create a list containing the digits values from binary string `x` as elements,[int(d) for d in str(bin(x))[2:]],"{'x': ['int']}",<class 'list'>
get the max string length in list `i`,max(len(word) for word in i),"{'i': ['nested-list']}",<class 'int'>
get the maximum string length in nested list `i`,"len(max(i, key=len))","{'i': ['nested-list']}",<class 'int'>
sort list `mylist` alphabetically,mylist.sort(key=lambda x: x.lower()),"{'mylist': ['list[str]']}",<class 'NoneType'>
sort list `mylist` in alphabetical order,mylist.sort(key=str.lower),"{'mylist': ['list[str]']}",<class 'NoneType'>
sort a list of strings 'mylist'.,mylist.sort(),"{'mylist': ['list[str]']}",<class 'NoneType'>
sort a list of strings `list`,list.sort(),"{'list': ['list[str]']}",<class 'NoneType'>
remove first word in string `s`,"s.split(' ', 1)[1]","{'s': ['str']}",<class 'list'>
split list `l` into `n` sized lists,"[l[i:i + n] for i in range(0, len(l), n)]","{'l': ['list[int]', 'list[str]', 'list[bool]', 'list[tuple]', 'list[dict]'], 'n': ['int']}",<class 'list'>
split a list `l` into evenly sized chunks `n`,"[l[i:i + n] for i in range(0, len(l), n)]","{'l': ['list[int]', 'list[str]', 'list[bool]', 'list[tuple]', 'list[dict]'], 'n': ['int']}",<class 'list'>
"remove all non -word, -whitespace, or -apostrophe characters from string `doesn't this mean it -technically- works?`","re.sub(""[^\\w' ]"", '', ""doesn't this mean it -technically- works?"")",{},<class 'str'>
find all digits between two characters `\xab` and `\xbb`in a string `text`,"(re.findall('\\d+', '\n'.join(re.findall('\xab([\\s\\S]*?)\xbb', text))))","{'text': ['str', 'int-str']}",<class 'list'>
Encode each value to 'UTF8' in the list `EmployeeList`,[x.encode('UTF8') for x in EmployeeList],"{'EmployeeList': ['list[str]']}",<class 'list'>
generate a list of consecutive integers from 0 to 8,"list(range(9))",{},<class 'list'>
convert list `myintegers` into a unicode string,""""""""""""".join(chr(i) for i in myintegers)","{'myintegers': ['list[int]']}",<class 'str'>
Remove the string value `item` from a list of strings `my_sequence`,[item for item in my_sequence if item != 'item'],"{'my_sequence': ['list[str]']}",<class 'list'>
randomly select an item from list `foo`,random.choice(foo),"{'foo': ['list[int]', 'list[str]', 'list[bool]', 'list[tuple]', 'list[dict]']}",<class 'AnyType'>
"check if all of the following items in list `['a', 'b']` are in a list `['a', 'b', 'c']`","set(['a', 'b']).issubset(['a', 'b', 'c'])",{},<class 'bool'>
"Check if all the items in a list `['a', 'b']` exists in another list `l`","set(['a', 'b']).issubset(set(l))","{'l': ['list[int]', 'list[str]', 'list[bool]', 'list[tuple]', 'list[dict]']}",<class 'bool'>
to convert a list of tuples `list_of_tuples` into list of lists,[list(t) for t in zip(*list_of_tuples)],"{'list_of_tuples': ['list[tuple]']}",<class 'list'>
group a list `list_of_tuples` of tuples by values,zip(*list_of_tuples),"{'list_of_tuples': ['list[tuple]']}",<class 'zip'>
"Split string with comma (,) and remove whitespace from a string 'my_string'","[item.strip() for item in my_string.split(',')]","{'my_string': ['str', 'int-str']}",<class 'list'>
convert a set of tuples `queryresult` to a string `emaillist`,emaillist = '\n'.join(item[0] for item in queryresult),"{'queryresult': ['set']}",<class 'str'>
convert a set of tuples `queryresult` to a list of strings,[item[0] for item in queryresult],"{'queryresult': ['set']}",<class 'list'>
convert a list of tuples `queryresult` to a string from the first indexes.,emaillist = '\n'.join([item[0] for item in queryresult]),"{'queryresult': ['list[tuple]']}",<class 'str'>
Initialize a list `a` with `10000` items and each item's value `0`,a = [0] * 10000,{},<class 'list'>
Keep only unique words in list of words `words` and join into string,"(' '.join(sorted(set(words), key=words.index)))","{'words': ['list[str]']}",<class 'str'>
generate 6 random numbers between 1 and 50,"random.sample(range(1, 50), 6)",{},<class 'list'>
generate six unique random numbers in the range of 1 to 49.,"random.sample(range(1, 50), 6)",{},<class 'list'>
lowercase keys and values in dictionary `{'My Key': 'My Value'}`,"{k.lower(): v.lower() for k, v in list({'My Key': 'My Value'}.items())}",{},<class 'dict'>
lowercase all keys and values in dictionary `{'My Key': 'My Value'}`,"dict((k.lower(), v) for k, v in {'My Key': 'My Value'}.items())",{},<class 'dict'>
"Convert each key,value pair in a dictionary `{'My Key': 'My Value'}` to lowercase","dict((k.lower(), v.lower()) for k, v in {'My Key': 'My Value'}.items())",{},<class 'dict'>
sorting the lists in list of lists `data`,[sorted(item) for item in data],"{'data': ['nested-list']}",<class 'list'>
sort 2d array `matrix` by row with index 1,"sorted(matrix, key=itemgetter(1))","{'matrix': ['nested-list']}",<class 'list'>
Get all indexes of a letter `e` from a string `word`,"[index for index, letter in enumerate(word) if letter == 'e']","{'word': ['str', 'int-str']}",<class 'list'>
split string 'abcdefg' into a list of characters,"re.findall('\\w', 'abcdefg')",{},<class 'list'>
"split string ""a;bcd,ef g"" on delimiters ';' and ','","""""""a;bcd,ef g"""""".replace(';', ' ').replace(',', ' ').split()",{},<class 'list'>
get a list each value `i` in the implicit tuple `range(3)`,list(i for i in range(3)),{},<class 'list'>
flatten a tuple `l`,"[(a, b, c) for a, (b, c) in l]","{'t': ['tuple']}",<class 'list'>
convert 3652458 to string represent a 32bit hex number,"""""""0x{0:08X}"""""".format(3652458)",{},<class 'str'>
convert a python dictionary `d` to a list of tuples,"[(v, k) for k, v in list(d.items())]","{'d': ['dict']}",<class 'list'>
convert dictionary of pairs `d` to a list of tuples,"[(v, k) for k, v in d.items()]","{'d': ['dict']}",<class 'list'>
convert python 2 dictionary `a` to a list of tuples where the value is the first tuple element and the key is the second tuple element,"[(v, k) for k, v in a.items()]","{'a': ['dict']}",<class 'list'>
convert a python dictionary 'a' to a list of tuples,"[(k, v) for k, v in a.items()]","{'a': ['dict']}",<class 'list'>
