text,code,type,label,num-vars
Sort a list of strings 'words' such that items starting with 's' come first.,"sorted(words, key=lambda x: 'a' + x if x.startswith('s') else 'b' + x)",<str-list>,7,1
"fetch all elements in a dictionary `parent_dict`, falling between two keys 2 and 4","dict((k, v) for k, v in parent_dict.items() if 2 < k < 4)",<int-dict>,11,1
fetch all elements in a dictionary 'parent_dict' where the key is between the range of 2 to 4,"dict((k, v) for k, v in parent_dict.items() if k > 2 and k < 4)",<int-dict>,11,1
sort two lists `list1` and `list2` together using lambda function,"[list(x) for x in zip(*sorted(zip(list1, list2), key=lambda pair: pair[0]))]",<int-list>,20,2
get the number of values in list `j` that is greater than 5,sum(((i > 5) for i in j)),<int-list>,20,1
get the number of values in list `j` that is greater than 5,len([1 for i in j if (i > 5)]),<int-list>,20,1
"zip list `a`, `b`, `c` into a list of tuples","[(x + tuple(y)) for x, y in zip(zip(a, b), c)]",<list>,6,3
get a list of booleans `z` that shows wether the corresponding items in list `x` and `y` are equal,"z = [(i == j) for i, j in zip(x, y)]",<list>,6,2
create a list which indicates whether each element in `x` and `y` is identical,[(x[i] == y[i]) for i in range(len(x))],<list>,6,2
Python: Extract numbers from a string,"[int(s) for s in re.findall('\\b\\d+\\b', ""he33llo 42 I'm a 32 string 30"")]",<int-str>,0,0
unpack first and second bytes of byte string `pS` into integer,"struct.unpack('h', pS[0:2])",<int-str>,0,1
print list `t` into a table-like shape,"('\n'.join('  '.join(map(str, row)) for row in t))",<tuple-list>,19,1
"replace `0` with `2` in the list `[0, 1, 0, 3]`","[(a if a else 2) for a in [0, 1, 0, 3]]",<int-list>,20,0
Produce a string that is suitable as Unicode literal from string 'M\\N{AMPERSAND}M\\N{APOSTROPHE}s','M\\N{AMPERSAND}M\\N{APOSTROPHE}s'.encode().decode('unicode-escape'),<str>,2,0
convert Unicode codepoint to utf8 hex,"chr(int('fd9b', 16)).encode('utf-8')",<int>,9,0
use upper case letters to print hex value `value`,('0x%X' % value),<int>,9,1
get a list `cleaned` that contains all non-empty elements in list `your_list`,cleaned = [x for x in your_list if x],<list>,6,1
create a slice object using string `string_slice`,slice(*[(int(i.strip()) if i else None) for i in string_slice.split(':')]),<int-str>,0,0
convert dictionary `adict` into string,""""""""""""".join('{},0{},0'.format(key, val) for key, val in sorted(adict.items()))",<dict>,12,1
convert dictionary `adict` into string,""""""""""""".join('{},0{},0'.format(key, val) for key, val in list(adict.items()))",<dict>,12,1
copy list `old_list` as `new_list`,new_list = old_list[:],<list>,6,1
copy list `old_list` as `new_list`,new_list = list(old_list),<list>,6,1
copy list `old_list` as `new_list`,new_list = copy.copy(old_list),<list>,6,1
deep copy list `old_list` as `new_list`,new_list = copy.deepcopy(old_list),<list>,6,1
make a copy of list `old_list`,[i for i in old_list],<list>,6,1
Print a emoji from a string `\\ud83d\\ude4f` having surrogate pairs,"""""""\\ud83d\\ude4f"""""".encode('utf-16', 'surrogatepass').decode('utf-16')",<str>,2,0
How to get the length of words in a sentence?,[len(x) for x in s.split()],<str>,2,1
find all substrings in `mystring` beginning and ending with square brackets,"re.findall('\\[(.*?)\\]', mystring)",<str>,2,1
"Format all floating variables `var1`, `var2`, `var3`, `var1` to print to two decimal places.","('%.2f kg = %.2f lb = %.2f gal = %.2f l' % (var1, var2, var3, var4))",<float>,4,4
Remove all items from a dictionary `d` where the values are less than `1`,"d = dict((k, v) for k, v in d.items() if v > 0)",<int-dict>,11,1
Filter dictionary `d` to have items with value greater than 0,"d = {k: v for k, v in list(d.items()) if v > 0}",<int-dict>,11,1
extract floating number from string 'Current Level: 13.4 db.',"re.findall('\\d+\\.\\d+', 'Current Level: 13.4 db.')",<float>,4,0
extract floating point numbers from a string 'Current Level: -13.2 db or 14.2 or 3',"re.findall('[-+]?\\d*\\.\\d+|\\d+', 'Current Level: -13.2 db or 14.2 or 3')",<float>,4,0
pair each element in list `it` 3 times into a tuple,"zip(it, it, it)",<list>,6,1
"append dict `{'f': var6, 'g': var7, 'h': var8}` to value of key `e` in dict `jsobj['a']['b']`","jsobj['a']['b']['e'].append({'f': var6, 'g': var7, 'h': var8})",<str-dict>,13,1
Concat a list of strings `lst` using string formatting,""""""""""""".join(lst)",<str-list>,7,1
sum values greater than 0 in dictionary `d`,sum(v for v in list(d.values()) if v > 0),<int-dict>,11,1
check if dictionary `subset` is a subset of dictionary `superset`,all(item in list(superset.items()) for item in list(subset.items())),<dict>,12,2
Convert integer elements in list `wordids` to strings,[str(wi) for wi in wordids],<int-list>,20,1
format floating point number  `TotalAmount` to be rounded off to two decimal places and have a comma thousands' seperator,"('Total cost is: ${:,.2f}'.format(TotalAmount))",<float>,4,1
create list `randomList` with 10 random floating point numbers between 0.0 and 1.0,randomList = [random.random() for _ in range(10)],<float>,4,0
get a random key `country` and value `capital` form a dictionary `d`,"country, capital = random.choice(list(d.items()))",<dict>,12,1
split string `Word to Split` into a list of characters,list('Word to Split'),<str>,2,0
Validate IP address using Regex,"pat = re.compile('^\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}$')",<str>,2,0
check if all lists in list `L` have three elements of integer 1,all(x.count(1) == 3 for x in L),<nested-list>,8,1
Get a list comparing two lists of tuples `l1` and `l2` if any first value in `l1` matches with first value in `l2`,[x[0] for x in l1 if any(x[0] == y[0] for y in l2)],<tuple-list>,19,2
convert list `a` from being consecutive sequences of tuples into a single sequence of elements,list(itertools.chain(*a)),<tuple-list>,19,1
Set value for key `a` in dict `count` to `0` if key `a` does not exist or if value is `none`,"count.setdefault('a', 0)",<dict>,12,1
get number in list `myList` closest in value to number `myNumber`,"min(myList, key=lambda x: abs(x - myNumber))",<int-list>,20,2
check if any of the items in list `search` appear in `string`,any(x in string for x in search),<str-list>,7,2
Get a list `C` by subtracting values in one list `B` from corresponding values in another list `A`,"C = [(a - b) for a, b in zip(A, B)]",<int-list>,20,2
"derive the week start for the given week number and year ‘2011, 4, 0’","datetime.datetime.strptime('2011, 4, 0', '%Y, %U, %w')",<datetime-str>,18,0
"convert a list of strings `['1', '-1', '1']` to a list of numbers","map(int, ['1', '-1', '1'])",<str-list>,7,0
"create datetime object from ""16sep2012""","datetime.datetime.strptime('16Sep2012', '%d%b%Y')",<datetime-str>,18,0
print a digit `your_number` with exactly 2 digits after decimal,('{0:.2f}'.format(your_number)),<int>,9,1
generate a 12-digit random number,"random.randint(100000000000, 999999999999)",<int>,9,0
generate a random 12-digit number,"int(''.join(str(random.randint(0, 9)) for _ in range(12)))",<int>,9,0
generate a random 12-digit number,""""""""""""".join(str(random.randint(0, 9)) for _ in range(12))",<int>,9,0
generate a 12-digit random number,"'%0.12d' % random.randint(0, 999999999999)",<int>,9,0
sort list `trial_list` based on values of dictionary `trail_dict`,"sorted(trial_list, key=lambda x: trial_dict[x])",<list>,6,2
encode unicode string '\xc5\xc4\xd6' to utf-8 code,('\xc5\xc4\xd6'.encode('UTF8')),<str>,2,0
get the first element of each tuple from a list of tuples `G`,[x[0] for x in G],<tuple-list>,19,1
regular expression matching all but 'aa' and 'bb' for string `string`,"re.findall('-(?!aa-|bb-)([^-]+)', string)",<str>,2,1
regular expression matching all but 'aa' and 'bb',"re.findall('-(?!aa|bb)([^-]+)', string)",<str>,2,1
remove false entries from a dictionary `hand`,"{k: v for k, v in list(hand.items()) if v}",<dict>,12,1
Get a dictionary from a dictionary `hand` where the values are present,"dict((k, v) for k, v in hand.items() if v)",<dict>,12,1
generate random Decimal,decimal.Decimal(random.randrange(10000)) / 100,<int>,9,0
get keys with same value in dictionary `d`,([key for key in d if d[key] == 1]),<dict>,12,1
get keys with same value in dictionary `d`,"([key for key, value in d.items() if value == 1])",<dict>,12,1
Get keys from a dictionary 'd' where the value is '1'.,"([key for key, value in list(d.items()) if value == 1])",<int-dict>,11,1
create list of 'size' empty strings,strs = ['' for x in range(size)],<int>,9,1
remove duplicate dict in list `l`,[dict(t) for t in set([tuple(d.items()) for d in l])],<dict-list>,1,1
"append `date` to list value of `key` in dictionary `dates_dict`, or create key `key` with value `date` in a list if it does not exist","dates_dict.setdefault(key, []).append(date)",<dict>,12,1
How do I translate a ISO 8601 datetime string into a Python datetime object?,"datetime.datetime.strptime('2007-03-04T21:08:12', '%Y-%m-%dT%H:%M:%S')",<datetime-str>,18,0
sort list `a` using the first dimension of the element as the key to list `b`,a.sort(key=lambda x: b.index(x[0])),<list>,6,2
How to sort a list according to another list?,a.sort(key=lambda x_y: b.index(x_y[0])),<list>,6,2
Sort items in dictionary `d`  using the first part of the key after splitting the key,"sorted(list(d.items()), key=lambda name_num: (name_num[0].rsplit(None, 1)[0], name_num[1]))",<dict>,12,1
"create a set that is the exclusive or of [1, 2, 3] and [3, 4, 5]","set([1, 2, 3]) ^ set([3, 4, 5])",<int-list>,20,0
"convert the zip of range `(1, 5)` and range `(7, 11)` into a dictionary","dict(zip(list(range(1, 5)), list(range(7, 11))))",<tuple>,17,0
case insensitive string comparison between `string1` and `string2`,(string1.lower() == string2.lower()),<str>,2,2
case insensitive string comparison between `first` and `second`,(first.lower() == second.lower()),<str>,2,2
case insensitive comparison between strings `first` and `second`,(first.upper() == second.upper()),<str>,2,2
remove multiple values from a list `my_list` at the same time with index starting at `2` and ending just before `6`.,del my_list[2:6],<list>,6,1
match regex pattern 'TAA(?:[ATGC]{3})+?TAA' on string `seq`,"re.findall('TAA(?:[ATGC]{3})+?TAA', seq)",<str>,2,1
sort a set `s` by numerical value,"sorted(s, key=float)",<set>,16,1
convert an int 65 to hex string,hex(65),<int>,9,0
Get a list of tuples with multiple iterators using list comprehension,"[(i, j) for i in range(1, 3) for j in range(1, 5)]",<list>,6,0
reverse sort items in dictionary `mydict` by value,"sorted(iter(mydict.items()), key=itemgetter(1), reverse=True)",<dict>,12,1
"check if string ""substring"" is in string",string.find('substring'),<str>,2,1
Sorting while preserving order in python,"sorted(enumerate(a), key=lambda x: x[1])",<int-list>,20,1
create a list containing all values associated with key 'baz' in dictionaries of list `foos` using list comprehension,[y['baz'] for x in foos for y in x['bar']],<dict-list>,1,1
Get all indexes of a list `a` where each value is greater than `2`,[i for i in range(len(a)) if a[i] > 2],<int-list>,20,1
lambda function that adds two operands,"lambda x, y: x + y",<int>,9,0
count the number of items in a generator/iterator `it`,sum(1 for i in it),<list>,6,1
get tuples of the corresponding elements from lists `lst` and `lst2`,"[(x, lst2[i]) for i, x in enumerate(lst)]",<list>,6,2
create tuples containing elements that are at the same index of list `lst` and list `lst2`,"[(i, j) for i, j in zip(lst, lst2)]",<list>,6,2
get tuples from lists `lst` and `lst2` using list comprehension in python 2,"[(lst[i], lst2[i]) for i in range(len(lst))]",<list>,6,2
"Check if 3 is not in a list [2, 3, 4]","(3 not in [2, 3, 4])",<int-list>,20,0
"Check if tuple (2, 3) is not in a list [(2, 3), (5, 6), (9, 1)]","((2, 3) not in [(2, 3), (5, 6), (9, 1)])",<tuple-list>,19,0
"Check if tuple (2, 3) is not in a list [(2, 7), (7, 3), ""hi""]","((2, 3) not in [(2, 7), (7, 3), 'hi'])",<tuple-list>,19,0
"Check if 3 is not in the list [4,5,6]","(3 not in [4, 5, 6])",<int-list>,20,0
create a list by appending components from list `a` and reversed list `b` interchangeably,"[value for pair in zip(a, b[::-1]) for value in pair]",<list>,6,2
find the mean of elements in list `l`,sum(l) / float(len(l)),<int-list>,20,1
Find all the items from a dictionary `D` if the key contains the string `Light`,"[(k, v) for k, v in D.items() if 'Light' in k]",<str-dict>,13,1
strip the string `.txt` from anywhere in the string `Boat.txt.txt`,"""""""Boat.txt.txt"""""".replace('.txt', '')",<str>,2,0
create a list of all unique characters in string 'aaabcabccd',""""""""""""".join(list(OrderedDict.fromkeys('aaabcabccd').keys()))",<str>,2,0
get list of all unique characters in a string 'aaabcabccd',list(set('aaabcabccd')),<str>,2,0
List of all unique characters in a string?,""""""""""""".join(set('aaabcabccd'))",<str>,2,0
"check if  dictionary `d` contains all keys in list `['somekey', 'someotherkey', 'somekeyggg']`","all(word in d for word in ['somekey', 'someotherkey', 'somekeyggg'])",<dict>,12,1
sort list `xs` based on the length of its string elements,"(sorted(xs, key=len))",<str-list>,7,1
sort list of strings `xs` by the length of string,xs.sort(key=lambda s: len(s)),<str-list>,7,1
get all combination of n binary values,"lst = list(itertools.product([0, 1], repeat=n))",<int>,9,1
get all combination of n binary values,"lst = map(list, itertools.product([0, 1], repeat=n))",<int>,9,1
get all combination of 3 binary values,"bin = [0, 1]\n[(x, y, z) for x in bin for y in bin for z in bin]",<int>,9,0
get all combination of 3 binary values,"lst = list(itertools.product([0, 1], repeat=3))",<int>,9,0
convert nested list 'Cards' into a flat list,[a for c in Cards for b in c for a in b],<nested-list>,8,1
create a list containing keys of dictionary `d` and sort it alphabetically,"sorted(d, key=d.get)",<dict>,12,1
print the number of occurences of not `none` in a list `lst` in Python 2,(len([x for x in lst if x is not None])),<list>,6,1
remove duplicates from list `myset`,mynewlist = list(myset),<list>,6,1
"get unique values from the list `['a', 'b', 'c', 'd']`","set(['a', 'b', 'c', 'd'])",<str-list>,7,0
get every thing after last `/`,"url.rsplit('/', 1)",<str>,2,1
get everything after last slash in a url stored in variable 'url',"url.rsplit('/', 1)[-1]",<str>,2,1
create a list with the characters of a string `5+6`,list('5+6'),<str>,2,0
convert dictionary `dict` into a flat list,([y for x in list(dict.items()) for y in x]),<dict>,12,1
Convert a dictionary `dict` into a list with key and values as list items.,[y for x in list(dict.items()) for y in x],<dict>,12,1
create a flat dictionary by summing values associated with similar keys in each dictionary of list `dictlist`,"dict((key, sum(d[key] for d in dictList)) for key in dictList[0])",<dict-list>,1,1
Converting string input of numbers `s` to float list,floats = [float(x) for x in s.split()],<int-str>,0,1
Converting string input of numbers `s` to float list,"floats = map(float, s.split())",<int-str>,0,1
check if string `one` exists in the values of dictionary `d`,'one' in list(d.values()),<str-dict>,13,1
Check if value 'one' is among the values of dictionary `d`,'one' in iter(d.values()),<str-dict>,13,1
create a dictionary using two lists`x` and `y`,"dict(zip(x, y))",<list>,6,2
sort a list of dictionaries `a` by dictionary values in descending order,"sorted(a, key=lambda i: list(i.values())[0], reverse=True)",<dict-list>,1,1
sorting a list of dictionary `a` by values in descending order,"sorted(a, key=dict.values, reverse=True)",<dict-list>,1,1
"for a dictionary `a`, set default value for key `somekey` as list and append value `bob`  in that key","a.setdefault('somekey', []).append('bob')",<list-dict>,5,1
sum values in list of dictionaries `example_list` with key 'gold',sum(item['gold'] for item in example_list),<dict-list>,1,1
get a sum of all values from key `gold` in a list of dictionary `example_list`,sum([item['gold'] for item in example_list]),<dict-list>,1,1
Get all the values in key `gold` summed from a list of dictionary `myLIst`,sum(item['gold'] for item in myLIst),<dict-list>,1,1
retrieve an element from a set `s` without removing it,e = next(iter(s)),<set>,16,1
"check if 3 is inside list `[1, 2, 3]`","3 in [1, 2, 3]",<int-list>,20,0
Represent DateTime object '10/05/2012' with format '%d/%m/%Y' into format '%Y-%m-%d',"datetime.datetime.strptime('10/05/2012', '%d/%m/%Y').strftime('%Y-%m-%d')",<datetime-str>,18,0
convert a string literal `s` with values `\\` to raw string literal,"s = s.replace('\\', '\\\\')",<str>,2,1
sort a multidimensional array `a` by column with index 1,"sorted(a, key=lambda x: x[1])",<nested-list>,8,1
"split string `s` to list conversion by ','","[x.strip() for x in s.split(',')]",<str>,2,1
Get multiple matched strings using regex pattern `(?:review: )?(http://url.com/(\\d+))\\s?`,"pattern = re.compile('(?:review: )?(http://url.com/(\\d+))\\s?', re.IGNORECASE)",<str>,2,0
get a list of the keys in each dictionary in a dictionary of dictionaries `foo`,[k for d in list(foo.values()) for k in d],<nested-dict>,14,1
sort list `a` in ascending order based on its elements' float values,"a = sorted(a, key=lambda x: float(x))",<int-list>,20,1
finding words in string `s` after keyword 'name',"re.search('name (.*)', s)",<str>,2,1
Get all the second values from a list of lists `A`,[row[1] for row in A],<nested-list>,8,1
"sort list `['10', '3', '2']` in ascending order based on the integer value of its elements","sorted(['10', '3', '2'], key=int)",<str-list>,7,0
check if any element of list `substring_list` are in string `string`,any(substring in string for substring in substring_list),<str-list>,7,2
find and replace 2nd occurrence of word 'cat' by 'Bull' in a sentence 's',"re.sub('^((?:(?!cat).)*cat(?:(?!cat).)*)cat', '\\1Bull', s)",<str>,2,1
find and replace 2nd occurrence of word 'cat' by 'Bull' in a sentence 's',"re.sub('^((.*?cat.*?){1})cat', '\\1Bull', s)",<str>,2,1
sort list of strings in list `the_list` by integer suffix,"sorted(the_list, key=lambda k: int(k.split('_')[1]))",<str-list>,7,1
"sort list of strings `the_list` by integer suffix before ""_""","sorted(the_list, key=lambda x: int(x.split('_')[1]))",<str-list>,7,1
make a list of lists in which each list `g` are the elements from list `test` which have the same characters up to the first `_` character,"[list(g) for _, g in itertools.groupby(test, lambda x: x.split('_')[0])]",<str-list>,7,1
How to group similar items in a list?,"[list(g) for _, g in itertools.groupby(test, lambda x: x.partition('_')[0])]",<str-list>,7,1
"using python's datetime module, get the year that utc-11 is currently in",(datetime.datetime.utcnow() - datetime.timedelta(hours=11)).year,<datetime>,3,0
"Get the difference between two lists `[1, 2, 2, 2, 3]` and `[1, 2]` that may have duplicate values","Counter([1, 2, 2, 2, 3]) - Counter([1, 2])",<int-list>,20,0
remove tags from a string `mystring`,"re.sub('<[^>]*>', '', mystring)",<str>,2,1
delete an item `thing` in a list `some_list` if it exists,cleaned_list = [x for x in some_list if x is not thing],<list>,6,1
append 4 to list `foo`,foo.append(4),<int-list>,20,1
"append a list [8, 7] to list `foo`","foo.append([8, 7])",<int-list>,20,1
insert 77 to index 2 of list `x`,"x.insert(2, 77)",<int-list>,20,1
concatenate lists `listone` and `listtwo`,(listone + listtwo),<list>,6,2
print backslash,('\\'),<str>,2,0
"print '[1, 2, 3]'","('[%s, %s, %s]' % (1, 2, 3))",<int-list>,20,0
Display `1 2 3` as a list of string,"('[{0}, {1}, {2}]'.format(1, 2, 3))",<int>,9,0
get values from a dictionary `my_dict` whose key contains the string `Date`,"[v for k, v in list(my_dict.items()) if 'Date' in k]",<str-dict>,13,1
Python date string formatting,"""""""{0.month}/{0.day}/{0.year}"""""".format(my_date)",<datetime>,3,1
"combine two dictionaries `d ` and `d1`, concatenate string values with identical `keys`","dict((k, d.get(k, '') + d1.get(k, '')) for k in keys)",<str-dict>,13,2
generate unique equal hash for equal dictionaries `a` and `b`,hash(pformat(a)) == hash(pformat(b)),<dict>,12,2
"convert nested list of lists `[['tom', 'cat'], ['jerry', 'mouse'], ['spark', 'dog']]` into a list of tuples","list(map(tuple, [['tom', 'cat'], ['jerry', 'mouse'], ['spark', 'dog']]))",<nested-list>,8,0
change string `s` to upper case,s.upper(),<str>,2,1
split a string `s` by ';' and convert to a dictionary,dict(item.split('=') for item in s.split(';')),<str>,2,1
Get a string with string formatting from dictionary `d`,""""""", """""".join(['{},0_{},0'.format(k, v) for k, v in d.items()])",<dict>,12,1
"Sum of sums of each list, in a list of lists named 'lists'.",sum(sum(x) for x in lists),<nested-list>,8,1
check if all elements in list `mylist` are the same,len(set(mylist)) == 1,<list>,6,1
split a string `s` at line breaks `\r\n`,"[map(int, x.split('\t')) for x in s.rstrip().split('\r\n')]",<str>,2,1
sort a dictionary `a` by values that are list type,"t = sorted(list(a.items()), key=lambda x: x[1])",<list-dict>,5,1
insert string `string1` after each character of `string2`,"string2.replace('', string1)[len(string1):-len(string1)]",<str>,2,2
getting every possible combination of two elements in a list,"list(itertools.combinations([1, 2, 3, 4, 5, 6], 2))",<list>,6,0
get a utf-8 string literal representation of byte string `x`,"""""""x = {},0"""""".format(x.decode('utf8')).encode('utf8')",<int-str>,0,1
check if `x` is an integer,"isinstance(x, int)",<any>,15,0
check if `x` is an integer,(type(x) == int),<any>,15,0
create a list containing the `n` next values of generator `it`,[next(it) for _ in range(n)],<int>,9,1
get list of n next values of a generator `it`,"list(itertools.islice(it, 0, n, 1))",<int>,9,1
compare two lists in python `a` and `b` and return matches,set(a).intersection(b),<list>,6,2
How can I compare two lists in python and return matches,"[i for i, j in zip(a, b) if i == j]",<list>,6,2
convert list `data` into a string of its elements,"(''.join(map(str, data)))",<list>,6,1
match regex pattern '\\$[0-9]+[^\\$]*$' on string '$1 off delicious $5 ham.',"re.match('\\$[0-9]+[^\\$]*$', '$1 off delicious $5 ham.')",<str>,2,0
a sequence of empty lists of length `n`,[[] for _ in range(n)],<int>,9,1
Print a dictionary `{'user': {'name': 'Markus'}}` with string formatting,"""""""Hello {user[name]}"""""".format(**{'user': {'name': 'Markus'}})",<str-dict>,13,0
create a dictionary `list_dict` containing each tuple in list `tuple_list` as values and the tuple's first element as the corresponding key,list_dict = {t[0]: t for t in tuple_list},<tuple-list>,19,1
Generate a random integer between 0 and 9,"randint(0, 9)",<int>,9,0
Generate a random integer between `a` and `b`,"random.randint(a, b)",<int>,9,2
Generate random integers between 0 and 9,"((random.randint(0, 9)))",<int>,9,0
reverse a string `a` by 2 characters at a time,""""""""""""".join(reversed([a[i:i + 2] for i in range(0, len(a), 2)]))",<str>,2,1
"check if the third element of all the lists in a list ""items"" is equal to zero.",any(item[2] == 0 for item in items),<nested-list>,8,1
Find all the lists from a lists of list 'items' if third element in all sub-lists is '0',[x for x in items if x[2] == 0],<nested-list>,8,1
sort dictionary of dictionaries `dic` according to the key 'Fisher',"sorted(list(dic.items()), key=lambda x: x[1]['Fisher'], reverse=True)",<nested-dict>,14,1
extract digits in a simple way from a python string,"map(int, re.findall('\\d+', s))",<int-str>,0,1
get value of first index of each element in list `a`,[x[0] for x in a],<nested-list>,8,1
python how to get every first element in 2 dimensional list `a`,[i[0] for i in a],<nested-list>,8,1
remove line breaks from string `textblock` using regex,"re.sub('(?<=[a-z])\\r?\\n', ' ', textblock)",<str>,2,1
"test if either of strings `a` or `b` are members of the set of strings, `['b', 'a', 'foo', 'bar']`","set(['a', 'b']).issubset(['b', 'a', 'foo', 'bar'])",<str>,2,0
"Check if all the values in a list `['a', 'b']` are present in another list `['b', 'a', 'foo', 'bar']`","all(x in ['b', 'a', 'foo', 'bar'] for x in ['a', 'b'])",<str-list>,7,0
"Remove characters ""!@#$"" from a string `line`","line.translate(None, '!@#$')",<str>,2,1
"Remove characters ""!@#$"" from a string `line`","line = re.sub('[!@#$]', '', line)",<str>,2,1
"Remove string ""1"" from string `string`","string.replace('1', '')",<str>,2,1
Remove character `char` from a string `a`,"a = a.replace(char, '')",<str>,2,2
Remove characters in `b` from a string `a`,"a = a.replace(char, '')",<str>,2,2
"store integer 3, 4, 1 and 2 in a list","[3, 4, 1, 2]",<int>,9,0
insert spaces before capital letters in string `text`,"re.sub('([a-z](?=[A-Z])|[A-Z](?=[A-Z][a-z]))', '\\1 ', text)",<str>,2,1
print unicode string `ex\xe1mple` in uppercase,('ex\xe1mple'.upper()),<str>,2,0
get last element of string splitted by '\\' from list of strings `list_dirs`,[l.split('\\')[-1] for l in list_dirs],<str-list>,7,1
combine two sequences into a dictionary,"dict(zip(keys, values))",<list>,6,2
Replace comma with dot in a string `original_string` using regex,"new_string = re.sub('""(\\d+),(\\d+)""', '\\1.\\2', original_string)",<str>,2,1
remove multiple spaces in a string `foo`,""""""" """""".join(foo.split())",<str>,2,1
convert decimal 8 to a list of its binary values,list('{0:0b}'.format(8)),<int>,9,0
convert decimal integer 8 to a list of its binary values as elements,[int(x) for x in list('{0:0b}'.format(8))],<int>,9,0
convert decimal `8` to binary list,[int(x) for x in bin(8)[2:]],<int>,9,0
get key-value pairs in dictionary `my_dictionary` for all keys in list `my_list` in the order they appear in `my_list`,"dict(zip(my_list, map(my_dictionary.get, my_list)))",<list>,6,2
format current date to pattern '{%Y-%m-%d %H:%M:%S}',time.strftime('{%Y-%m-%d %H:%M:%S}'),<datetime>,3,0
"sort list `['14:10:01', '03:12:08']`","sorted(['14:10:01', '03:12:08'])",<int-list>,20,0
"find all occurrences of regex pattern '(?:\\w+(?:\\s+\\w+)*,\\s)+(?:\\w+(?:\\s\\w+)*)' in string `x`","re.findall('(?:\\w+(?:\\s+\\w+)*,\\s)+(?:\\w+(?:\\s\\w+)*)', x)",<str>,2,1
sort dictionary `dictionary` in ascending order by its values,"sorted(list(dictionary.items()), key=operator.itemgetter(1))",<int-dict>,11,1
Iterate over dictionary `d` in ascending order of values,"sorted(iter(d.items()), key=lambda x: x[1])",<int-dict>,11,1
"iterate over a python dictionary, ordered by values","sorted(list(dictionary.items()), key=lambda x: x[1])",<int-dict>,11,1
"Get the zip output as list from the lists `[1, 2, 3]`, `[4, 5, 6]`, `[7, 8, 9]`","[list(a) for a in zip([1, 2, 3], [4, 5, 6], [7, 8, 9])]",<int-list>,20,0
repeat every character for 7 times in string 'map',""""""""""""".join(map(lambda x: x * 7, 'map'))",<str>,2,0
evaluate the expression '20<30',eval('20<30'),<int>,9,0
Copy list `old_list` and name it `new_list`,new_list = [x[:] for x in old_list],<list>,6,1
convert scientific notation in a float list `a` to decimal,"""""""{:.50f}"""""".format(float(a[0] / a[1]))",<int-list>,20,1
count the number of True values associated with key 'success' in dictionary `d`,sum(1 if d['success'] else 0 for d in s),<dict-list>,1,1
get the sum of values associated with the key ‘success’ for a list of dictionaries `s`,sum(d['success'] for d in s),<dict-list>,1,1
get logical xor of `a` and `b`,(bool(a) != bool(b)),<any>,15,2
get logical xor of `a` and `b`,((a and (not b)) or ((not a) and b)),<any>,15,2
get logical xor of `a` and `b`,(bool(a) ^ bool(b)),<any>,15,2
get logical xor of `a` and `b`,"xor(bool(a), bool(b))",<any>,15,2
get the logical xor of two variables `str1` and `str2`,return (bool(str1) ^ bool(str2)),<any>,15,2
Sort list `my_list` in alphabetical order based on the values associated with key 'name' of each dictionary in the list,my_list.sort(key=operator.itemgetter('name')),<dict-list>,1,1
"split a string `a , b; cdf`  using both commas and semicolons as delimeters","re.split('\\s*,\\s*|\\s*;\\s*', 'a , b; cdf')",<str>,2,0
"Split a string `string` by multiple separators `,` and `;`","[t.strip() for s in string.split(',') for t in s.split(';')]",<str>,2,1
make a function `f` that calculates the sum of two integer variables `x` and `y`,"f = lambda x, y: x + y",<int>,9,0
convert bytes string `s`  to an unsigned integer,"struct.unpack('>q', s)[0]",<int-str>,0,1
"best way to extract subset of key-value pairs with keys matching 'l', 'm', or 'n' from python dictionary object","{k: bigdict[k] for k in list(bigdict.keys()) & {'l', 'm', 'n'}}",<str-dict>,13,1
"extract subset of key-value pairs with keys as `('l', 'm', 'n')` from dictionary object `bigdict`","dict((k, bigdict[k]) for k in ('l', 'm', 'n'))",<str-dict>,13,1
"Get items from a dictionary `bigdict` where the keys are present in `('l', 'm', 'n')`","{k: bigdict.get(k, None) for k in ('l', 'm', 'n')}",<str-dict>,13,1
"Extract subset of key value pair for keys 'l', 'm', 'n' from `bigdict` in python 3","{k: bigdict[k] for k in ('l', 'm', 'n')}",<str-dict>,13,1
remove all square brackets from string 'abcd[e]yth[ac]ytwec',"re.sub('\\[.*?\\]', '', 'abcd[e]yth[ac]ytwec')",<str>,2,0
find all substrings in string `mystring` composed only of letters `a` and `b` where each `a` is directly preceded and succeeded by `b`,"re.findall('\\b(?:b+a)+b+\\b', mystring)",<str>,2,1
convert list `lst` of tuples of floats to list `str_list` of tuples of strings of floats in scientific notation with eight decimal point precision,str_list = [tuple('{0:.8e}'.format(flt) for flt in sublist) for sublist in lst],<tuple-list>,19,1
convert list of sublists `lst` of floats to a list of sublists `str_list` of strings of integers in scientific notation with 8 decimal points,str_list = [['{0:.8e}'.format(flt) for flt in sublist] for sublist in lst],<nested-list>,8,1
Create a tuple `t` containing first element of each tuple in list `s`,t = tuple(x[0] for x in s),<tuple-list>,19,1
obtain the current day of the week in a 3 letter format from a datetime object,datetime.datetime.now().strftime('%a'),<datetime>,3,0
get the ASCII value of a character 'a' as an int,ord('a'),<str>,2,0
